subproblem_id,stage_id,timepoint,period,number_of_hours_in_timepoint,timepoint_weight,previous_stage_timepoint_map,spinup_or_lookahead,linked_timepoint,year,month,day_of_month,hour_of_day,timestamp,ignore_horizon_day
1,1,20300236,203001,1,11.7741935484,,0,,2030,1,10,20,1/10/30 19:00,
1,1,20300237,203001,1,11.7741935484,,0,,2030,1,10,21,1/10/30 20:00,
1,1,20300238,203001,1,11.7741935484,,0,,2030,1,10,22,1/10/30 21:00,
1,1,20300239,203001,1,11.7741935484,,0,,2030,1,10,23,1/10/30 22:00,
1,1,20300240,203001,1,11.7741935484,,0,,2030,1,10,24,1/10/30 23:00,
1,1,20300241,203001,1,11.7741935484,,0,,2030,1,11,1,1/11/30 0:00,
1,1,20300242,203001,1,11.7741935484,,0,,2030,1,11,2,1/11/30 1:00,
1,1,20300243,203001,1,11.7741935484,,0,,2030,1,11,3,1/11/30 2:00,
1,1,20300244,203001,1,11.7741935484,,0,,2030,1,11,4,1/11/30 3:00,
1,1,20300245,203001,1,11.7741935484,,0,,2030,1,11,5,1/11/30 4:00,
1,1,20300246,203001,1,11.7741935484,,0,,2030,1,11,6,1/11/30 5:00,
1,1,20300247,203001,1,11.7741935484,,0,,2030,1,11,7,1/11/30 6:00,
1,1,20300248,203001,1,11.7741935484,,0,,2030,1,11,8,1/11/30 7:00,
1,1,20300249,203001,1,11.7741935484,,0,,2030,1,11,9,1/11/30 8:00,
1,1,20300250,203001,1,11.7741935484,,0,,2030,1,11,10,1/11/30 9:00,
1,1,20300251,203001,1,11.7741935484,,0,,2030,1,11,11,1/11/30 10:00,
1,1,20300252,203001,1,11.7741935484,,0,,2030,1,11,12,1/11/30 11:00,
1,1,20300253,203001,1,11.7741935484,,0,,2030,1,11,13,1/11/30 12:00,
1,1,20300254,203001,1,11.7741935484,,0,,2030,1,11,14,1/11/30 13:00,
1,1,20300255,203001,1,11.7741935484,,0,,2030,1,11,15,1/11/30 14:00,
1,1,20300256,203001,1,11.7741935484,,0,,2030,1,11,16,1/11/30 15:00,
1,1,20300257,203001,1,11.7741935484,,0,,2030,1,11,17,1/11/30 16:00,
1,1,20300258,203001,1,11.7741935484,,0,,2030,1,11,18,1/11/30 17:00,
1,1,20300259,203001,1,11.7741935484,,0,,2030,1,11,19,1/11/30 18:00,
1,1,20300260,203001,1,11.7741935484,,0,,2030,1,11,20,1/11/30 19:00,
1,1,20300261,203001,1,11.7741935484,,0,,2030,1,11,21,1/11/30 20:00,
1,1,20300262,203001,1,11.7741935484,,0,,2030,1,11,22,1/11/30 21:00,
1,1,20300263,203001,1,11.7741935484,,0,,2030,1,11,23,1/11/30 22:00,
1,1,20300264,203001,1,11.7741935484,,0,,2030,1,11,24,1/11/30 23:00,
1,1,20300265,203001,1,11.7741935484,,0,,2030,1,12,1,1/12/30 0:00,
1,1,20300266,203001,1,11.7741935484,,0,,2030,1,12,2,1/12/30 1:00,
1,1,20300267,203001,1,11.7741935484,,0,,2030,1,12,3,1/12/30 2:00,
1,1,20300268,203001,1,11.7741935484,,0,,2030,1,12,4,1/12/30 3:00,
1,1,20300269,203001,1,11.7741935484,,0,,2030,1,12,5,1/12/30 4:00,
1,1,20300270,203001,1,11.7741935484,,0,,2030,1,12,6,1/12/30 5:00,
1,1,20300271,203001,1,11.7741935484,,0,,2030,1,12,7,1/12/30 6:00,
1,1,20300272,203001,1,11.7741935484,,0,,2030,1,12,8,1/12/30 7:00,
1,1,20300273,203001,1,11.7741935484,,0,,2030,1,12,9,1/12/30 8:00,
1,1,20300274,203001,1,11.7741935484,,0,,2030,1,12,10,1/12/30 9:00,
1,1,20300275,203001,1,11.7741935484,,0,,2030,1,12,11,1/12/30 10:00,
1,1,20300276,203001,1,11.7741935484,,0,,2030,1,12,12,1/12/30 11:00,
1,1,20300277,203001,1,11.7741935484,,0,,2030,1,12,13,1/12/30 12:00,
1,1,20300278,203001,1,11.7741935484,,0,,2030,1,12,14,1/12/30 13:00,
1,1,20300279,203001,1,11.7741935484,,0,,2030,1,12,15,1/12/30 14:00,
1,1,20300280,203001,1,11.7741935484,,0,,2030,1,12,16,1/12/30 15:00,
1,1,20300281,203001,1,11.7741935484,,0,,2030,1,12,17,1/12/30 16:00,
1,1,20300282,203001,1,11.7741935484,,0,,2030,1,12,18,1/12/30 17:00,
1,1,20300283,203001,1,11.7741935484,,0,,2030,1,12,19,1/12/30 18:00,
1,1,20300284,203001,1,11.7741935484,,0,,2030,1,12,20,1/12/30 19:00,
1,1,20300285,203001,1,11.7741935484,,0,,2030,1,12,21,1/12/30 20:00,
1,1,20300286,203001,1,11.7741935484,,0,,2030,1,12,22,1/12/30 21:00,
1,1,20300287,203001,1,11.7741935484,,0,,2030,1,12,23,1/12/30 22:00,
1,1,20300288,203001,1,11.7741935484,,0,,2030,1,12,24,1/12/30 23:00,
1,1,20300289,203001,1,11.7741935484,,0,,2030,1,13,1,1/13/30 0:00,
1,1,20300290,203001,1,11.7741935484,,0,,2030,1,13,2,1/13/30 1:00,
1,1,20300291,203001,1,11.7741935484,,0,,2030,1,13,3,1/13/30 2:00,
1,1,20300292,203001,1,11.7741935484,,0,,2030,1,13,4,1/13/30 3:00,
1,1,20300293,203001,1,11.7741935484,,0,,2030,1,13,5,1/13/30 4:00,
1,1,20300294,203001,1,11.7741935484,,0,,2030,1,13,6,1/13/30 5:00,
1,1,20300295,203001,1,11.7741935484,,0,,2030,1,13,7,1/13/30 6:00,
1,1,20300296,203001,1,11.7741935484,,0,,2030,1,13,8,1/13/30 7:00,
1,1,20300297,203001,1,11.7741935484,,0,,2030,1,13,9,1/13/30 8:00,
1,1,20300298,203001,1,11.7741935484,,0,,2030,1,13,10,1/13/30 9:00,
1,1,20300299,203001,1,11.7741935484,,0,,2030,1,13,11,1/13/30 10:00,
1,1,20300300,203001,1,11.7741935484,,0,,2030,1,13,12,1/13/30 11:00,
1,1,20300301,203001,1,11.7741935484,,0,,2030,1,13,13,1/13/30 12:00,
1,1,20300302,203001,1,11.7741935484,,0,,2030,1,13,14,1/13/30 13:00,
1,1,20300303,203001,1,11.7741935484,,0,,2030,1,13,15,1/13/30 14:00,
1,1,20300304,203001,1,11.7741935484,,0,,2030,1,13,16,1/13/30 15:00,
1,1,20300305,203001,1,11.7741935484,,0,,2030,1,13,17,1/13/30 16:00,
1,1,20300306,203001,1,11.7741935484,,0,,2030,1,13,18,1/13/30 17:00,
1,1,20300307,203001,1,11.7741935484,,0,,2030,1,13,19,1/13/30 18:00,
1,1,20300308,203001,1,11.7741935484,,0,,2030,1,13,20,1/13/30 19:00,
