stage_id,balancing_type_horizon,horizon,tmp_start,tmp_start_spinup_or_lookahead,tmp_end,tmp_end_spinup_or_lookahead
1,day,2035290,20356937,0,20356960,0
1,day,2035291,20356961,0,20356984,0
1,day,2035292,20356985,0,20357008,0
1,day,2035293,20357009,0,20357032,0
1,day,2035294,20357033,0,20357056,0
1,day,2035295,20357057,0,20357080,0
1,day,2035296,20357081,0,20357104,0
1,day,2035297,20357105,0,20357128,0
1,day,2035298,20357129,0,20357152,0
1,day,2035299,20357153,0,20357176,0
1,day,2035300,20357177,0,20357200,0
1,day,2035301,20357201,0,20357224,0
1,day,2035302,20357225,0,20357248,0
1,day,2035303,20357249,0,20357272,0
1,day,2035304,20357273,0,20357296,0
1,day,2035305,20357297,0,20357320,0
1,day,2035306,20357321,0,20357344,0
1,day,2035307,20357345,0,20357368,0
1,day,2035308,20357369,0,20357392,0
1,day,2035309,20357393,0,20357416,0
1,day,2035310,20357417,0,20357440,0
1,day,2035311,20357441,0,20357464,0
1,day,2035312,20357465,0,20357488,0
1,day,2035313,20357489,0,20357512,0
1,day,2035314,20357513,0,20357536,0
1,day,2035315,20357537,0,20357560,0
1,day,2035316,20357561,0,20357584,0
1,day,2035317,20357585,0,20357608,0
1,day,2035318,20357609,0,20357632,0
1,day,2035319,20357633,0,20357656,0
1,day,2035320,20357657,0,20357680,0
1,day,2035321,20357681,0,20357704,0
1,day,2035322,20357705,0,20357728,0
1,day,2035323,20357729,0,20357752,0
1,day,2035324,20357753,0,20357776,0
1,day,2035325,20357777,0,20357800,0
1,day,2035326,20357801,0,20357824,0
1,day,2035327,20357825,0,20357848,0
1,day,2035328,20357849,0,20357872,0
1,day,2035329,20357873,0,20357896,0
1,day,2035330,20357897,0,20357920,0
1,day,2035331,20357921,0,20357944,0
1,day,2035332,20357945,0,20357968,0
1,day,2035333,20357969,0,20357992,0
1,day,2035334,20357993,0,20358016,0
1,day,2035335,20358017,0,20358040,0
1,day,2035336,20358041,0,20358064,0
1,day,2035337,20358065,0,20358088,0
1,day,2035338,20358089,0,20358112,0
1,day,2035339,20358113,0,20358136,0
1,day,2035340,20358137,0,20358160,0
1,day,2035341,20358161,0,20358184,0
1,day,2035342,20358185,0,20358208,0
1,day,2035343,20358209,0,20358232,0
1,day,2035344,20358233,0,20358256,0
1,day,2035345,20358257,0,20358280,0
1,day,2035346,20358281,0,20358304,0
1,day,2035347,20358305,0,20358328,0
1,day,2035348,20358329,0,20358352,0
1,day,2035349,20358353,0,20358376,0
1,day,2035350,20358377,0,20358400,0
1,day,2035351,20358401,0,20358424,0
1,day,2035352,20358425,0,20358448,0
1,day,2035353,20358449,0,20358472,0
1,day,2035354,20358473,0,20358496,0
1,day,2035355,20358497,0,20358520,0
1,day,2035356,20358521,0,20358544,0
1,day,2035357,20358545,0,20358568,0
1,day,2035358,20358569,0,20358592,0
1,day,2035359,20358593,0,20358616,0
1,day,2035360,20358617,0,20358640,0
1,day,2035361,20358641,0,20358664,0
1,day,2035362,20358665,0,20358688,0
1,day,2035363,20358689,0,20358712,0
1,day,2035364,20358713,0,20358736,0
1,day,2035365,20358737,0,20358760,0
